icon name,icon image url,icon style
Access Time,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22C17.5228 22 22 17.5228 22 12ZM7.49956 8.74427C7.84708 8.36181 8.41524 7.99994 9.24996 7.99994C10.4023 7.99994 11.1442 8.792 11.4045 9.66118C11.6581 10.5078 11.5043 11.5564 10.785 12.279C10.5378 12.5274 10.2468 12.7521 9.99212 12.9487L9.9514 12.9802C9.67221 13.196 9.42286 13.3916 9.20288 13.6109C8.94689 13.8663 8.73824 14.1454 8.61656 14.4999H10.75C11.1642 14.4999 11.5 14.8357 11.5 15.2499C11.5 15.6642 11.1642 15.9999 10.75 15.9999H7.74996C7.55104 15.9999 7.36027 15.9209 7.21962 15.7803C7.07897 15.6396 6.99995 15.4488 6.99996 15.2499C6.99998 14.003 7.52397 13.1669 8.14363 12.5489C8.44003 12.2533 8.7618 12.0038 9.03412 11.7934L9.03711 11.791C9.32312 11.57 9.54503 11.3985 9.72185 11.2208C9.99417 10.9473 10.0887 10.4958 9.96757 10.0915C9.85324 9.70976 9.59759 9.49994 9.24996 9.49994C8.89717 9.49994 8.71534 9.63676 8.60973 9.753C8.55037 9.81832 8.50976 9.88475 8.48499 9.93316C8.47292 9.95674 8.46562 9.97407 8.46245 9.98203L8.46139 9.98474C8.33241 10.3717 7.91657 10.5855 7.52572 10.463C7.13045 10.3392 6.91042 9.91835 7.03426 9.52308L7.06895 9.42691C7.08751 9.38032 7.1139 9.31973 7.14969 9.24981C7.22062 9.1112 7.33236 8.92829 7.49956 8.74427ZM13.25 8.00003C13.6642 8.00003 14 8.33582 14 8.75003V11.4993H15.5V8.75003C15.5 8.33582 15.8358 8.00003 16.25 8.00003C16.6642 8.00003 17 8.33582 17 8.75003V15.2204C17 15.6346 16.6642 15.9704 16.25 15.9704C15.8358 15.9704 15.5 15.6346 15.5 15.2204V12.9993H13.25C12.8358 12.9993 12.5 12.6635 12.5 12.2493V8.75003C12.5 8.33582 12.8358 8.00003 13.25 8.00003Z"" fill=""#212121""/>
</svg>
",Filled
Access Time,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M7.49956 8.74427C7.84708 8.36181 8.41524 7.99994 9.24996 7.99994C10.4023 7.99994 11.1442 8.792 11.4045 9.66118C11.6581 10.5078 11.5043 11.5564 10.785 12.279C10.5378 12.5274 10.2468 12.7521 9.99212 12.9487L9.9514 12.9802C9.67221 13.196 9.42286 13.3916 9.20288 13.6109C8.94689 13.8663 8.73824 14.1454 8.61656 14.4999H10.75C11.1642 14.4999 11.5 14.8357 11.5 15.2499C11.5 15.6642 11.1642 15.9999 10.75 15.9999H7.74996C7.55104 15.9999 7.36027 15.9209 7.21962 15.7803C7.07897 15.6396 6.99995 15.4488 6.99996 15.2499C6.99998 14.003 7.52397 13.1669 8.14363 12.5489C8.44003 12.2533 8.7618 12.0038 9.03412 11.7934L9.03711 11.791C9.32312 11.57 9.54503 11.3985 9.72185 11.2208C9.99417 10.9473 10.0887 10.4958 9.96757 10.0915C9.85324 9.70976 9.59759 9.49994 9.24996 9.49994C8.89717 9.49994 8.71534 9.63676 8.60973 9.753C8.55037 9.81832 8.50976 9.88475 8.48499 9.93316C8.47292 9.95674 8.46562 9.97407 8.46245 9.98203L8.46139 9.98474C8.33241 10.3717 7.91657 10.5855 7.52572 10.463C7.13045 10.3392 6.91042 9.91835 7.03426 9.52308L7.06895 9.42691C7.08751 9.38032 7.1139 9.31973 7.14969 9.24981C7.22062 9.1112 7.33236 8.92829 7.49956 8.74427ZM13.25 8.00003C13.6642 8.00003 14 8.33582 14 8.75003V11.4993H15.5V8.75003C15.5 8.33582 15.8358 8.00003 16.25 8.00003C16.6642 8.00003 17 8.33582 17 8.75003V15.2204C17 15.6346 16.6642 15.9704 16.25 15.9704C15.8358 15.9704 15.5 15.6346 15.5 15.2204V12.9993H13.25C12.8358 12.9993 12.5 12.6635 12.5 12.2493V8.75003C12.5 8.33582 12.8358 8.00003 13.25 8.00003ZM22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22C17.5228 22 22 17.5228 22 12ZM3.5 12C3.5 7.30558 7.30558 3.5 12 3.5C16.6944 3.5 20.5 7.30558 20.5 12C20.5 16.6944 16.6944 20.5 12 20.5C7.30558 20.5 3.5 16.6944 3.5 12Z"" fill=""#212121""/>
</svg>
",Regular
Add Circle,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 2C17.5228 2 22 6.47715 22 12C22 17.5228 17.5228 22 12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2ZM12 7C11.6203 7 11.3065 7.28215 11.2568 7.64823L11.25 7.75V11.25H7.75C7.33579 11.25 7 11.5858 7 12C7 12.3797 7.28215 12.6935 7.64823 12.7432L7.75 12.75H11.25V16.25C11.25 16.6642 11.5858 17 12 17C12.3797 17 12.6935 16.7178 12.7432 16.3518L12.75 16.25V12.75H16.25C16.6642 12.75 17 12.4142 17 12C17 11.6203 16.7178 11.3065 16.3518 11.2568L16.25 11.25H12.75V7.75C12.75 7.33579 12.4142 7 12 7Z"" fill=""#212121""/>
</svg>
",Filled
Add Circle,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 2C17.5228 2 22 6.47715 22 12C22 17.5228 17.5228 22 12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2ZM12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5ZM12 7C12.4142 7 12.75 7.33579 12.75 7.75V11.25H16.25C16.6642 11.25 17 11.5858 17 12C17 12.4142 16.6642 12.75 16.25 12.75H12.75V16.25C12.75 16.6642 12.4142 17 12 17C11.5858 17 11.25 16.6642 11.25 16.25V12.75H7.75C7.33579 12.75 7 12.4142 7 12C7 11.5858 7.33579 11.25 7.75 11.25H11.25V7.75C11.25 7.33579 11.5858 7 12 7Z"" fill=""#212121""/>
</svg>
",Regular
Add,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M11.8834 3.00673L12 3C12.5128 3 12.9355 3.38604 12.9933 3.88338L13 4V11H20C20.5128 11 20.9355 11.386 20.9933 11.8834L21 12C21 12.5128 20.614 12.9355 20.1166 12.9933L20 13H13V20C13 20.5128 12.614 20.9355 12.1166 20.9933L12 21C11.4872 21 11.0645 20.614 11.0067 20.1166L11 20V13H4C3.48716 13 3.06449 12.614 3.00673 12.1166L3 12C3 11.4872 3.38604 11.0645 3.88338 11.0067L4 11H11V4C11 3.48716 11.386 3.06449 11.8834 3.00673L12 3L11.8834 3.00673Z"" fill=""#212121""/>
</svg>
",Filled
Add,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M11.7498 3C12.1295 3 12.4434 3.28201 12.4931 3.64808L12.5 3.74985L12.5012 11H19.7543C20.1685 11 20.5043 11.3358 20.5043 11.75C20.5043 12.1297 20.2221 12.4435 19.8561 12.4932L19.7543 12.5H12.5012L12.5032 19.7491C12.5033 20.1633 12.1676 20.4993 11.7534 20.4993C11.3737 20.4993 11.0598 20.2173 11.0101 19.8512L11.0032 19.7494L11.0012 12.5H3.7522C3.33798 12.5 3.0022 12.1642 3.0022 11.75C3.0022 11.3703 3.28435 11.0565 3.65043 11.0068L3.7522 11H11.0012L11 3.75015C10.9999 3.33594 11.3356 3 11.7498 3Z"" fill=""#212121""/>
</svg>
",Regular
Add Square,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M3 6.25C3 4.45507 4.45507 3 6.25 3H17.75C19.5449 3 21 4.45507 21 6.25V17.75C21 19.5449 19.5449 21 17.75 21H6.25C4.45507 21 3 19.5449 3 17.75V6.25ZM12.75 7.75C12.75 7.33579 12.4142 7 12 7C11.5858 7 11.25 7.33579 11.25 7.75V11.25H7.75C7.33579 11.25 7 11.5858 7 12C7 12.4142 7.33579 12.75 7.75 12.75H11.25V16.25C11.25 16.6642 11.5858 17 12 17C12.4142 17 12.75 16.6642 12.75 16.25V12.75H16.25C16.6642 12.75 17 12.4142 17 12C17 11.5858 16.6642 11.25 16.25 11.25H12.75V7.75Z"" fill=""#212121""/>
</svg>
",Filled
Add Square Multiple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M3 5.25C3 4.00736 4.00736 3 5.25 3H16.25C17.4926 3 18.5 4.00736 18.5 5.25V16.25C18.5 17.4926 17.4926 18.5 16.25 18.5H5.25C4.00736 18.5 3 17.4926 3 16.25V5.25ZM11.5 7.25C11.5 6.83579 11.1642 6.5 10.75 6.5C10.3358 6.5 10 6.83579 10 7.25V10H7.25C6.83579 10 6.5 10.3358 6.5 10.75C6.5 11.1642 6.83579 11.5 7.25 11.5H10V14.25C10 14.6642 10.3358 15 10.75 15C11.1642 15 11.5 14.6642 11.5 14.25V11.5H14.25C14.6642 11.5 15 11.1642 15 10.75C15 10.3358 14.6642 10 14.25 10H11.5V7.25ZM7.75002 20.9999C6.77036 20.9999 5.93693 20.3738 5.62805 19.4999H16.25C18.0449 19.4999 19.5 18.0448 19.5 16.2499V5.62793C20.3739 5.93681 21 6.77024 21 7.7499V16.2499C21 18.8733 18.8734 20.9999 16.25 20.9999H7.75002Z"" fill=""#212121""/>
</svg>
",Filled
Add Square Multiple,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M5.25 3C4.00736 3 3 4.00736 3 5.25V16.25C3 17.4926 4.00736 18.5 5.25 18.5H16.25C17.4926 18.5 18.5 17.4926 18.5 16.25V5.25C18.5 4.00736 17.4926 3 16.25 3H5.25ZM4.5 5.25C4.5 4.83579 4.83579 4.5 5.25 4.5H16.25C16.6642 4.5 17 4.83579 17 5.25V16.25C17 16.6642 16.6642 17 16.25 17H5.25C4.83579 17 4.5 16.6642 4.5 16.25V5.25ZM7.75002 20.9999C6.77036 20.9999 5.93693 20.3738 5.62805 19.4999H16.25C18.0449 19.4999 19.5 18.0448 19.5 16.2499V5.62793C20.3739 5.93681 21 6.77024 21 7.7499V16.2499C21 18.8733 18.8734 20.9999 16.25 20.9999H7.75002ZM10.75 6.5C11.1642 6.5 11.5 6.83579 11.5 7.25V10H14.25C14.6642 10 15 10.3358 15 10.75C15 11.1642 14.6642 11.5 14.25 11.5H11.5V14.25C11.5 14.6642 11.1642 15 10.75 15C10.3358 15 10 14.6642 10 14.25V11.5H7.25C6.83579 11.5 6.5 11.1642 6.5 10.75C6.5 10.3358 6.83579 10 7.25 10H10V7.25C10 6.83579 10.3358 6.5 10.75 6.5Z"" fill=""#212121""/>
</svg>
",Regular
Add Square,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M12 7C12.4142 7 12.75 7.33579 12.75 7.75V11.25H16.25C16.6642 11.25 17 11.5858 17 12C17 12.4142 16.6642 12.75 16.25 12.75H12.75V16.25C12.75 16.6642 12.4142 17 12 17C11.5858 17 11.25 16.6642 11.25 16.25V12.75H7.75C7.33579 12.75 7 12.4142 7 12C7 11.5858 7.33579 11.25 7.75 11.25H11.25V7.75C11.25 7.33579 11.5858 7 12 7ZM3 6.25C3 4.45507 4.45507 3 6.25 3H17.75C19.5449 3 21 4.45507 21 6.25V17.75C21 19.5449 19.5449 21 17.75 21H6.25C4.45507 21 3 19.5449 3 17.75V6.25ZM6.25 4.5C5.2835 4.5 4.5 5.2835 4.5 6.25V17.75C4.5 18.7165 5.2835 19.5 6.25 19.5H17.75C18.7165 19.5 19.5 18.7165 19.5 17.75V6.25C19.5 5.2835 18.7165 4.5 17.75 4.5H6.25Z"" fill=""#212121""/>
</svg>
",Regular
Add Subtract Circle,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13.75 14.5C13.3358 14.5 13 14.8358 13 15.25C13 15.6642 13.3358 16 13.75 16H17.25C17.6642 16 18 15.6642 18 15.25C18 14.8358 17.6642 14.5 17.25 14.5H13.75ZM12 22C17.5228 22 22 17.5228 22 12C22 6.47715 17.5228 2 12 2C6.47715 2 2 6.47715 2 12C2 17.5228 6.47715 22 12 22ZM18.5174 6.54319C19.7549 8.01965 20.5 9.92281 20.5 12C20.5 16.6944 16.6944 20.5 12 20.5C9.92281 20.5 8.01965 19.7549 6.54319 18.5174L18.5174 6.54319ZM6 8.75C6 8.33579 6.33579 8 6.75 8H8V6.75C8 6.33579 8.33579 6 8.75 6C9.16421 6 9.5 6.33579 9.5 6.75V8H10.75C11.1642 8 11.5 8.33579 11.5 8.75C11.5 9.16421 11.1642 9.5 10.75 9.5H9.5V10.75C9.5 11.1642 9.16421 11.5 8.75 11.5C8.33579 11.5 8 11.1642 8 10.75V9.5H6.75C6.33579 9.5 6 9.16421 6 8.75Z"" fill=""#212121""/>
</svg>
",Filled
Add Subtract Circle,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M13 15.25C13 14.8358 13.3358 14.5 13.75 14.5H17.25C17.6642 14.5 18 14.8358 18 15.25C18 15.6642 17.6642 16 17.25 16H13.75C13.3358 16 13 15.6642 13 15.25ZM9.5 6.75C9.5 6.33579 9.16421 6 8.75 6C8.33579 6 8 6.33579 8 6.75V8H6.75C6.33579 8 6 8.33579 6 8.75C6 9.16421 6.33579 9.5 6.75 9.5H8V10.75C8 11.1642 8.33579 11.5 8.75 11.5C9.16421 11.5 9.5 11.1642 9.5 10.75V9.5H10.75C11.1642 9.5 11.5 9.16421 11.5 8.75C11.5 8.33579 11.1642 8 10.75 8H9.5V6.75ZM12 22C6.47715 22 2 17.5228 2 12C2 6.47715 6.47715 2 12 2C17.5228 2 22 6.47715 22 12C22 17.5228 17.5228 22 12 22ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 9.92281 19.7549 8.01965 18.5174 6.54319L6.54319 18.5174C8.01965 19.7549 9.92281 20.5 12 20.5ZM5.48254 17.4567L17.4567 5.48254C15.9803 4.24507 14.0772 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 14.0772 4.24507 15.9803 5.48254 17.4567Z"" fill=""#212121""/>
</svg>
",Regular
Airplane,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M21.9889 11.9463C21.9889 13.0461 21.0974 13.9376 19.9976 13.9376C19.9782 13.9376 19.9588 13.9373 19.9394 13.9367L15.2006 13.7972L11.7473 20.9398C11.4695 21.5144 10.8875 21.8794 10.2493 21.8794C9.73792 21.8794 9.32333 21.4648 9.32333 20.9534C9.32333 20.9166 9.32553 20.8798 9.32992 20.8432L10.1921 13.6505L6.42657 13.5406L5.93654 14.8813C5.7507 15.3896 5.26709 15.7277 4.72584 15.7277C4.2281 15.7277 3.8246 15.3242 3.8246 14.8265L3.8253 13.3498L3.01454 13.181C2.42989 13.059 2.01099 12.5436 2.01099 11.9463C2.01099 11.3492 2.43007 10.834 3.01471 10.7124L3.8253 10.5437L3.8246 9.06617C3.8246 8.60672 4.16841 8.22756 4.61279 8.17195L4.72584 8.16493C5.26709 8.16493 5.7507 8.50304 5.93654 9.01138L6.42765 10.3518L10.1792 10.2418L9.32992 3.15735C9.32773 3.13906 9.32608 3.12071 9.32498 3.10233L9.32333 3.04711C9.32333 2.53568 9.73792 2.12109 10.2493 2.12109C10.8344 2.12109 11.3721 2.42784 11.6716 2.92154L11.7473 3.06073L15.1499 10.0963L19.9394 9.95613C21.0386 9.92385 21.9558 10.7887 21.9881 11.8879L21.9889 11.9463Z"" fill=""#212121""/>
</svg>
",Filled
Airplane Landing,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M10.0001 5.03861V5.8168L13.0267 7.01923H15.1455L13.8961 4.21103C13.0024 2.20241 10.0001 2.84012 10.0001 5.03861ZM12.7208 7.97376L8.50013 6.29699V4.75637C8.50013 3.01852 6.24106 2.34323 5.28727 3.79588L3.37781 6.70404C2.5861 7.90985 3.08463 9.53837 4.41568 10.0943L7.91899 11.5577L5.87403 13.4562C4.2465 14.9672 5.86976 17.6214 7.9563 16.8611L14.7173 14.3973L18.1796 15.8434C19.5208 16.4037 21.0001 15.4184 21.0001 13.9648V12.7347C21.0001 10.1305 18.889 8.01934 16.2848 8.01934L12.9585 8.01923C12.8771 8.01923 12.7965 8.0038 12.7208 7.97376ZM3.00012 20.25C3.00012 19.8358 3.33591 19.5 3.75012 19.5H20.2501C20.6643 19.5 21.0001 19.8358 21.0001 20.25C21.0001 20.6642 20.6643 21 20.2501 21H3.75012C3.33591 21 3.00012 20.6642 3.00012 20.25Z"" fill=""#212121""/>
</svg>
",Filled
Airplane Landing,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M11.5001 7.48886L11.5001 5.03861C11.5001 4.45992 12.2904 4.29206 12.5256 4.82077L13.9487 8.01934H12.9585C12.8771 8.01934 12.7965 8.00391 12.7209 7.97387L11.5001 7.48886ZM15.5905 8.01934L13.8961 4.21103C13.0024 2.20241 10.0001 2.84012 10.0001 5.03861V6.89292L8.50013 6.29699V4.75637C8.50013 3.01852 6.24106 2.34323 5.28727 3.79588L3.37781 6.70404C2.5861 7.90985 3.08463 9.53837 4.41568 10.0943L7.91899 11.5577L5.87403 13.4562C4.2465 14.9672 5.86976 17.6214 7.9563 16.8611L14.7173 14.3973L18.1796 15.8434C19.5208 16.4037 21.0001 15.4184 21.0001 13.9648V12.7347C21.0001 10.1305 18.889 8.01934 16.2848 8.01934H15.5905ZM7.00013 6.95136C7.00013 7.17095 7.13409 7.36831 7.33816 7.44939L12.1671 9.36788C12.4189 9.46795 12.6875 9.51934 12.9585 9.51934H16.2848C18.0606 9.51934 19.5001 10.9589 19.5001 12.7347V13.9648C19.5001 14.3474 19.1107 14.6068 18.7577 14.4593L15.1151 12.9378C14.8832 12.841 14.6234 12.835 14.3873 12.921L7.44271 15.4517C6.89348 15.6519 6.46622 14.9532 6.89461 14.5555L9.50877 12.1285C10.0418 11.6336 9.88499 10.7532 9.21381 10.4729L4.99382 8.71023C4.5294 8.51625 4.35545 7.94804 4.63169 7.52732L6.54115 4.61916C6.67741 4.41163 7.00013 4.50811 7.00013 4.75637V6.95136ZM3.00012 20.25C3.00012 19.8358 3.33591 19.5 3.75012 19.5H20.2501C20.6643 19.5 21.0001 19.8358 21.0001 20.25C21.0001 20.6642 20.6643 21 20.2501 21H3.75012C3.33591 21 3.00012 20.6642 3.00012 20.25Z"" fill=""#212121""/>
</svg>
",Regular
Airplane,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M9.46921 9.64329L8.76898 3.76852L8.76712 3.69493C8.76712 2.80631 9.48749 2.08594 10.3761 2.08594C11.1789 2.08594 11.9218 2.5056 12.3545 3.22035L12.4408 3.38102L15.3857 9.47005L19.3428 9.35423C20.7765 9.31213 21.9728 10.4402 22.0151 11.8848L22.016 11.9501C22.016 13.3844 20.8532 14.5472 19.3969 14.5469L15.4327 14.4308L12.4409 20.6191C12.058 21.4111 11.2558 21.9142 10.3761 21.9142C9.48749 21.9142 8.76712 21.1939 8.76745 20.2829L8.77396 20.1649L9.48083 14.2567L7.34875 14.1944L7.07985 14.9301C6.79933 15.6974 6.06936 16.2078 5.25238 16.2078C4.37644 16.2078 3.66636 15.4977 3.66636 14.6214L3.66672 13.8618L3.51168 13.8295C2.62169 13.6438 1.98401 12.8592 1.98401 11.9501C1.98401 11.0408 2.62216 10.2563 3.51223 10.0712L3.66672 10.0391L3.66636 9.27836C3.66636 8.47633 4.26448 7.80351 5.10101 7.7003L5.25238 7.69234C5.99732 7.69234 6.67525 8.11751 7.01684 8.81938L7.07966 8.96952L7.34929 9.70542L9.46921 9.64329ZM10.3761 3.58594C10.3159 3.58594 10.2671 3.63473 10.2668 3.67256L11.1532 11.0946L6.31273 11.2365L5.68532 9.52118L5.65277 9.44211C5.57841 9.28982 5.42298 9.19234 5.29887 9.1909L5.24064 9.19305C5.19905 9.19826 5.16636 9.23502 5.16636 9.278L5.1673 11.2588L3.81776 11.5398C3.62336 11.5802 3.48401 11.7515 3.48401 11.9501C3.48401 12.1489 3.6235 12.3206 3.81779 12.3611L5.1673 12.642L5.16636 14.6217C5.16636 14.6693 5.20487 14.7078 5.25238 14.7078C5.43954 14.7078 5.60677 14.5908 5.67102 14.4151L6.31127 12.6635L11.1652 12.8052L10.2683 20.2764L10.2671 20.3053C10.2671 20.3655 10.3159 20.4142 10.3761 20.4142C10.6804 20.4142 10.9579 20.2402 11.0904 19.9662L14.5053 12.903L19.4189 13.0472C20.0248 13.0472 20.5161 12.556 20.5161 11.9611L20.5155 11.9178C20.4978 11.3123 19.9924 10.8358 19.3868 10.8536L14.4583 10.9978L11.1066 4.06567L11.0542 3.96747C10.9109 3.73117 10.6538 3.58594 10.3761 3.58594Z"" fill=""#212121""/>
</svg>
",Regular
Airplane Take Off,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M10.5225 4.41035L12.3937 5.92516C12.2028 6.1297 12.0355 6.32272 11.8952 6.49173C11.7711 6.64122 11.6567 6.69037 11.6014 6.7019L8.13761 7.42352L7.75609 6.74223C7.06844 5.51429 7.956 4 9.36338 4C9.78533 4 10.1945 4.14486 10.5225 4.41035ZM16.6924 4.50263C18.9302 4.33032 20.6017 5.74617 21.547 6.82934C22.0357 7.38933 22.1337 8.09735 21.9247 8.71216C21.7201 9.31405 21.2312 9.80882 20.5827 10.0324L15.212 11.8842L11.9763 16.1987C11.5978 16.7034 11.0037 17.0004 10.3728 17.0004C8.94626 17.0004 7.97639 15.5522 8.51953 14.2331L9.02764 12.999L5.72694 13.6339C4.31234 13.906 3 12.822 3 11.3815V7.69166C3 6.75761 3.7572 6.00041 4.69125 6.00041C5.31015 6.00041 5.87962 6.33847 6.17598 6.8818L7.14191 8.65266L11.8053 7.68112C12.1192 7.61572 12.4221 7.42283 12.6647 7.13069C13.0355 6.68399 13.5935 6.07622 14.2634 5.55966C14.9221 5.0518 15.7632 4.57418 16.6924 4.50263ZM3.75 19.5C3.33579 19.5 3 19.8358 3 20.25C3 20.6642 3.33579 21 3.75 21H20.25C20.6642 21 21 20.6642 21 20.25C21 19.8358 20.6642 19.5 20.25 19.5H3.75Z"" fill=""#212121""/>
</svg>
",Filled
Airplane Take Off,"data:image/svg+xml;utf81,<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M8.31551 8.40816L7.54364 7.28135C6.59057 5.89 7.58682 4 9.27329 4C9.75351 4 10.2192 4.16486 10.5924 4.46701L13.1732 6.55618C13.4827 6.22856 13.852 5.87691 14.2634 5.55966C14.9221 5.0518 15.7632 4.57418 16.6924 4.50263C18.9302 4.33032 20.6017 5.7461 21.547 6.82923C22.0357 7.38921 22.1337 8.09723 21.9247 8.71205C21.7201 9.31393 21.2312 9.80871 20.5828 10.0323L15.212 11.8842L12.0496 16.1009C11.6249 16.6672 10.9584 17.0004 10.2506 17.0004C8.83529 17.0004 7.77186 15.7086 8.04385 14.3196L8.29513 13.0364L5.7653 13.5826C4.34291 13.8897 3 12.8058 3 11.3506V7.69166C3 6.75761 3.7572 6.00041 4.69125 6.00041C5.31015 6.00041 5.87962 6.33847 6.17598 6.8818L7.14191 8.65266L8.31551 8.40816ZM8.78114 6.43365L9.90662 8.07668L11.8053 7.68112C11.8953 7.66237 11.9844 7.63316 12.0714 7.59414L9.64863 5.63288C9.54243 5.54691 9.40993 5.5 9.27329 5.5C8.79343 5.5 8.50996 6.03777 8.78114 6.43365ZM16.8076 5.9982C16.3011 6.0372 15.7399 6.31535 15.1793 6.74757C14.63 7.17109 14.1517 7.68771 13.8188 8.08877C13.3987 8.5949 12.813 9.00339 12.1113 9.14959L6.90297 10.2346C6.5794 10.3021 6.24985 10.1497 6.09158 9.85955L4.85914 7.60008C4.82563 7.53864 4.76123 7.50041 4.69125 7.50041C4.58562 7.50041 4.5 7.58604 4.5 7.69166V11.3506C4.5 11.8498 4.96073 12.2217 5.44873 12.1164L9.09172 11.3298C9.33829 11.2766 9.59511 11.3509 9.7752 11.5275C9.95528 11.7041 10.0345 11.9595 9.98602 12.207L9.51589 14.6078C9.42534 15.0703 9.7794 15.5004 10.2506 15.5004C10.4863 15.5004 10.7082 15.3895 10.8496 15.2009L14.15 10.8002C14.2399 10.6802 14.3638 10.59 14.5055 10.5411L20.0938 8.61424C20.3174 8.53712 20.4536 8.37897 20.5045 8.22935C20.5509 8.09266 20.5347 7.95059 20.4168 7.81553C19.5642 6.83853 18.3185 5.88186 16.8076 5.9982ZM3.75 19.5C3.33579 19.5 3 19.8358 3 20.25C3 20.6642 3.33579 21 3.75 21H20.25C20.6642 21 21 20.6642 21 20.25C21 19.8358 20.6642 19.5 20.25 19.5H3.75Z"" fill=""#212121""/>
</svg>
",Regular
